Missile_ID,Missile_Name,Alternate_Name,Country_of_Origin,Country_of_Possession,Missile_Class,Missile_Type,Length_m,Launch_Weight_kg,Warhead_Type,Range_min_km,Range_max_km,Year_Introduced,Operational_Status,Launch_Basing,Diameter_m,Payload_kg,Propulsion_Type,Notes,Unnamed: 19,Range_Category,Decade
PAK020,Hatf-I,,Pakistan,Pakistan,Short-Range Ballistic Missile,Strike,6.0,,Conventional,70.0,100.0,1995.0,Active,Ground,0.56,,Solid propellant,Earliest Pakistani SRBM,,Short Range,1990
PAK014,Nasr,Hatf-IX,Pakistan,Pakistan,Tactical Nuclear Weapon,Strike,,,Nuclear,60.0,70.0,2011.0,Active,Ground,,,,Solid propellant,Battlefield weapon; full-spectrum deterrence; quick response,Short Range,2010
PAK012,Ra'ad,Hatf-VIII,Pakistan,Pakistan,Air-Launched Cruise Missile,Strike,,,Nuclear,350.0,350.0,2007.0,Active,Air,,,,Turbojet,Stand-off range weapon,Medium Range,2000
PAK013,Ra'ad-II,,Pakistan,Pakistan,Air-Launched Cruise Missile,Strike,,,Nuclear/Conventional,600.0,600.0,2016.0,Active,Air,,,,Turbojet,Improved guidance and range,Medium Range,2010
PAK001,SMASH,,Pakistan,Pakistan,Hypersonic Anti-Ship Ballistic Missile,Strike,,,HE,290.0,350.0,2025.0,Active,Ship,,,,Single-stage dual-thrust solid,Mach 2+ terminal; dual-role anti-ship/land-attack,Medium Range,2020
PAK008,Shaheen-I,,Pakistan,Pakistan,Short-Range Ballistic Missile,Strike,,,Nuclear/Conventional,750.0,750.0,1999.0,Active,Ground,,,,Solid propellant,Cover eastern India,Medium Range,1990
PAK007,Shaheen-II,,Pakistan,Pakistan,Medium-Range Ballistic Missile,Strike,,,Nuclear/Conventional,2000.0,2000.0,2004.0,Active,Ground,,,,Solid propellant,Improved accuracy over Shaheen-I,Intermediate Range,2000
PAK004,Shaheen-III,,Pakistan,Pakistan,Medium-Range Ballistic Missile,Strike,,,Nuclear/Conventional,2750.0,2750.0,2015.0,Active,Ground,,,,Solid propellant,Pakistan's longest-range missile; covers all of India,Intermediate Range,2010
PAK018,Zarb,,Pakistan,Pakistan,Anti-Ship Cruise Missile,Strike,,,HE,280.0,300.0,2016.0,Active,Coastal defence/Ship,,,,Turbojet,Coastal defence; sea-skimming capability,Medium Range,2010
RUS012,3M-14 Kalibr,SS-N-30A,Russia,Russia,Land-Attack Cruise Missile,Strike,6.2,1600.0,HE or nuclear,1500.0,2500.0,2012.0,Active,"Ship, submarine",0.53,450,Turbojet,Club-K containerized variant,,Intermediate Range,2010
RUS014,3M-14S,,Russia,Russia,Nuclear Land-Attack Cruise Missile,Strike,6.2,1700.0,Nuclear,2500.0,2500.0,2020.0,Active,"Ship, submarine",0.53,450,Turbojet,Nuclear-armed Kalibr variant,,Intermediate Range,2020
RUS013,3M-54 Kalibr,SS-N-27A,Russia,Russia,Anti-Ship Cruise Missile,Strike,8.2,1950.0,HE,440.0,660.0,2012.0,Active,"Ship, submarine",0.53,400,Turbojet + booster,Supersonic terminal variant,,Medium Range,2010
RUS021,3M22 Zircon,SS-N-33,Russia,Russia,Hypersonic Cruise Missile,Strike,9.0,4000.0,HE or nuclear,1000.0,1500.0,2022.0,Active,"Ship, submarine",0.6,,Scramjet/Solid booster,First operational scramjet missile,,Intermediate Range,2020
RUS022,9K720 Iskander-1000,,Russia,Russia,Theater Ballistic Missile,Strike,7.2,3800.0,HE or nuclear,1000.0,1000.0,2025.0,In development,Road-mobile,0.92,800,Solid,Extended-range Iskander variant,,Intermediate Range,2020
RUS020,9M720 Izdeliye-30,,Russia,Russia,Air-Launched Cruise Missile,Strike,6.0,2500.0,HE,1500.0,1500.0,2025.0,Active,Air-launched,0.5,800,Turbojet,Lower-cost Kh-101 alternative,,Intermediate Range,2020
RUS009,9M723 Iskander-M,SS-26 Stone,Russia,Russia,Short-Range Ballistic Missile,Strike,7.2,3800.0,"HE, cluster, penetrating, nuclear",500.0,500.0,2006.0,Active,Road-mobile,0.92,800,Single-stage solid,Multiple warhead variants,,Medium Range,2000
RUS010,9M728 Iskander-K,SSC-7,Russia,Russia,Land-Attack Cruise Missile,Strike,7.2,2000.0,HE or cluster,500.0,500.0,2010.0,Active,Road-mobile,0.5,480,Turbojet,Compatible with Iskander launcher,,Medium Range,2010
RUS011,9M729 Iskander-K,SSC-8,Russia,Russia,Land-Attack Cruise Missile,Strike,8.0,2000.0,HE or nuclear,1500.0,2000.0,2015.0,Active,Road-mobile,0.5,500,Turbojet,Extended range variant; INF Treaty violation cited,,Intermediate Range,2010
RUS024,9M79 Tochka-U,SS-21 Scarab,Russia,Russia,Short-Range Ballistic Missile,Strike,6.4,2010.0,HE/cluster/nuclear,120.0,185.0,1989.0,Operational Limited,Road-mobile,0.65,482,Single-stage solid,Being replaced by Iskander,,Short Range,1980
RUS027,Grom-1,,Russia,Russia,Air-to-Surface Missile,Strike,3.5,600.0,HE,200.0,200.0,2025.0,Active,Air-launched,0.3,300,Solid,Hybrid bomb-missile,,Short Range,2020
RUS015,Kh-101,AS-23A Kodiak,Russia,Russia,Air-Launched Cruise Missile,Strike,7.45,2400.0,HE,2800.0,4500.0,2013.0,Active,Air-launched,0.74,400,Turbofan,Stealthy design; over 260 in inventory,,Long Range,2010
RUS016,Kh-102,AS-23B,Russia,Russia,Air-Launched Cruise Missile,Nuclear Strike,7.45,2400.0,Nuclear,2800.0,4500.0,2013.0,Active,Air-launched,0.74,,Turbofan,Nuclear-armed Kh-101 variant,,Long Range,2010
RUS018,Kh-22,AS-4 Kitchen,Russia,Russia,Anti-Ship Cruise Missile,Strike,11.65,5780.0,HE or nuclear,600.0,600.0,1962.0,Active,Air-launched,0.92,1000,Liquid,280+ Kh-22/Kh-32 in inventory,,Medium Range,1960
RUS019,Kh-32,AS-4A Modernized,Russia,Russia,Anti-Ship Cruise Missile,Strike,11.65,6000.0,HE or nuclear,1000.0,1000.0,2016.0,Active,Air-launched,0.92,500,Liquid,Modernized Kh-22; high-altitude approach,,Intermediate Range,2010
RUS023,Kh-35U,AS-20 Kayak,Russia,Russia,Anti-Ship Cruise Missile,Strike,4.4,565.0,HE,260.0,300.0,2005.0,Active,"Air, ship, ground",0.42,145,Turbojet,Export as Uran-E,,Medium Range,2000
RUS017,Kh-47M2 Kinzhal,AS-24 Killjoy,Russia,Russia,Air-Launched Ballistic Missile,Hypersonic Strike,8.0,4300.0,HE or nuclear,2000.0,3000.0,2017.0,Active,Air-launched,1.0,480,Solid,Air-launched Iskander derivative; Mach 10-12,,Intermediate Range,2010
RUS025,Kh-55,AS-15 Kent,Russia,Russia,Air-Launched Cruise Missile,Strike,6.04,1700.0,Nuclear,2500.0,3000.0,1983.0,Operational Limited,Air-launched,0.77,410,Turbofan,Basis for Kh-101 development,,Intermediate Range,1980
RUS026,Kh-555,AS-15B,Russia,Russia,Air-Launched Cruise Missile,Strike,6.04,1700.0,HE or cluster,2000.0,3500.0,2005.0,Active,Air-launched,0.77,400,Turbofan,Conventional Kh-55 conversion,,Long Range,2000
RUS002,R-36M2 Voyevoda,SS-18 Satan,Russia,Russia,Intercontinental Ballistic Missile,Strike,34.3,211000.0,Nuclear,11000.0,16000.0,1988.0,Active,Silo-based,3.0,8750,Liquid,Heaviest ICBM ever developed,,Intercontinental Range,1980
RUS006,RS-24 Yars,SS-27 Mod 2,Russia,Russia,Intercontinental Ballistic Missile,Strike,23.0,49600.0,Nuclear,10500.0,12000.0,2009.0,Active,"Silo-based, road-mobile",2.0,1250,Three-stage solid,MIRV capability,,Intercontinental Range,2000
RUS007,RS-26 Rubezh,SS-X-31,Russia,Russia,Intermediate-Range Ballistic Missile,Strike,12.0,36000.0,Nuclear,5800.0,5800.0,2015.0,Active,Road-mobile,1.8,800,Solid,Controversial range,,Intercontinental Range,2010
RUS001,RS-28 Sarmat,SS-X-30 Satan II,Russia,Russia,Intercontinental Ballistic Missile,Strike,35.5,200000.0,Nuclear,10000.0,18000.0,2023.0,Active,Silo-based,3.0,10000,Liquid,World's longest-range ICBM; carries Avangard HGV,,Intercontinental Range,2020
RUS008,RSM-56 Bulava,SS-NX-32,Russia,Russia,Submarine-Launched Ballistic Missile,Strike,12.1,36800.0,Nuclear,8300.0,9300.0,2013.0,Active,Submarine,2.0,1150,Three-stage solid,Main SLBM for Russian Navy,,Intercontinental Range,2010
RUS004,RT-2PM Topol,SS-25 Sickle,Russia,Russia,Intercontinental Ballistic Missile,Strike,21.5,45100.0,Nuclear,10500.0,11000.0,1988.0,Active,Road-mobile,1.8,1000,Three-stage solid,First Soviet mobile ICBM,,Intercontinental Range,1980
RUS005,RT-2PM2 Topol-M,SS-27 Sickle-B,Russia,Russia,Intercontinental Ballistic Missile,Strike,22.7,47200.0,Nuclear,11000.0,11000.0,1997.0,Active,"Silo-based, road-mobile",1.9,1200,Three-stage solid,Deeply modernized Topol variant,,Intercontinental Range,1990
RUS028,S-300/400 series,,Russia,Russia,Surface-to-Air Missile,Interceptor,7.5,1900.0,HE fragmentation,200.0,400.0,1985.0,Active,Ground,0.5,150,Solid,Can engage ballistic and cruise missiles,,Medium Range,1980
RUS029,S-500 Prometheus,,Russia,Russia,Surface-to-Air/Anti-Ballistic Missile,Interceptor,8.0,2500.0,HE or nuclear,600.0,600.0,2021.0,Active,Ground,0.6,,Solid,Advanced ABM capability,,Medium Range,2020
RUS003,UR-100N,SS-19 Stiletto,Russia,Russia,Intercontinental Ballistic Missile,Strike,24.3,105600.0,Nuclear,9000.0,9000.0,1975.0,Active,Silo-based,2.5,4350,Liquid,Launch vehicle for Avangard HGV,,Intercontinental Range,1970
KOR012,Haeseong-1,SSM-700K,South Korea,South Korea,Anti-Ship Cruise Missile,Strike,5.0,800.0,High explosive,150.0,150.0,2005.0,Active,"Ship, ground-launched",0.4,250,Turbojet,Korean version of Harpoon; also called Sea Star,,Short Range,2000
KOR013,Haeseong-2,,South Korea,South Korea,Supersonic Cruise Missile,Strike,6.0,1200.0,High explosive,300.0,300.0,2015.0,Active,"Ship, submarine-launched",0.5,300,,Supersonic anti-ship cruise missile,,Medium Range,2010
KOR014,Haeseong-3,,South Korea,South Korea,Land-Attack Cruise Missile,Strike,6.5,1600.0,High explosive,1500.0,1500.0,2018.0,Active,"Ship, submarine-launched",0.5,500,Turbojet,Long-range land attack variant,,Intermediate Range,2010
KOR015,Haeseong-5,Yakhont-derived,South Korea,South Korea,Supersonic Anti-Ship Cruise Missile,Strike,8.0,2500.0,High explosive,300.0,300.0,2025.0,Active,Submarine-launched,0.7,300,Solid booster + ramjet,Derived from Russian Yakhont technology; can also strike land targets,,Medium Range,2020
KOR001,Hyunmoo-1,NHK-1,South Korea,South Korea,Short-Range Ballistic Missile,Strike,12.0,5000.0,High Explosive,150.0,180.0,1986.0,Obsolete,Road-mobile,0.8,500,Single-stage solid propellant,First South Korean indigenous missile; based on US Nike-Hercules technology,,Short Range,1980
KOR002,Hyunmoo-2A,NHK-2A,South Korea,South Korea,Short-Range Ballistic Missile,Strike,12.0,5400.0,"High explosive, submunitions",300.0,300.0,2008.0,Active,Road-mobile,0.9,997,Two-stage solid propellant,30m CEP accuracy; part of Kill Chain preemptive strike strategy,,Medium Range,2000
KOR003,Hyunmoo-2B,NHK-2B,South Korea,South Korea,Short-Range Ballistic Missile,Strike,12.0,5400.0,"High explosive, submunitions",500.0,500.0,2009.0,Active,Road-mobile,0.9,1000,Two-stage solid propellant,Improved range variant of Hyunmoo-2 family,,Medium Range,2000
KOR004,Hyunmoo-2C,NHK-2C,South Korea,South Korea,Short-Range Ballistic Missile,Strike,12.0,5400.0,"High explosive, submunitions",800.0,800.0,2015.0,Active,Road-mobile,0.9,1000,Two-stage solid propellant,Extended range variant with precision guidance,,Medium Range,2010
KOR005,Hyunmoo-3A,,South Korea,South Korea,Cruise Missile,Strike,6.0,1500.0,High explosive,500.0,500.0,2006.0,Active,"Ship, submarine, ground-launched",0.5,450,Turbojet,First South Korean cruise missile; Tomahawk-like design,,Medium Range,2000
KOR006,Hyunmoo-3B,,South Korea,South Korea,Cruise Missile,Strike,6.0,1500.0,High explosive,1000.0,1000.0,2009.0,Active,"Ship, submarine, ground-launched",0.5,450,Turbojet,Improved range variant,,Intermediate Range,2000
KOR007,Hyunmoo-3C,,South Korea,South Korea,Cruise Missile,Strike,6.0,1500.0,High explosive,1500.0,1500.0,2012.0,Active,"Ship, submarine, ground-launched",0.5,450,Turbojet,Longest-range Hyunmoo cruise missile; can reach targets across Northeast Asia,,Intermediate Range,2010
KOR008,Hyunmoo-3D,,South Korea,South Korea,Cruise Missile,Strike,6.0,1500.0,High explosive,1500.0,1500.0,2020.0,In development,"Ship, submarine, ground-launched",0.5,450,Turbojet,Advanced variant with enhanced stealth features,,Intermediate Range,2020
KOR009,Hyunmoo-4,,South Korea,South Korea,Short-Range Ballistic Missile,Strike,12.0,5400.0,High explosive,800.0,800.0,2017.0,Active,Road-mobile,0.9,1000,Two-stage solid propellant,Enhanced penetration capability for hardened targets,,Medium Range,2010
KOR010,Hyunmoo-4-4,,South Korea,South Korea,Submarine-Launched Ballistic Missile,Strike,12.0,5400.0,High explosive,500.0,500.0,2021.0,Active,Submarine-launched,0.9,1000,Two-stage solid propellant,First South Korean SLBM; launched from Dosan Ahn Changho-class submarine,,Medium Range,2020
KOR011,Hyunmoo-5,,South Korea,South Korea,Intermediate-Range Ballistic Missile,Strike,15.5,36000.0,Conventional high explosive; 8-9 ton penetrator,300.0,5000.0,2025.0,Active,Road-mobile,1.6,8500,Two-stage solid propellant,Monster missile' with 8-9 ton warhead; can penetrate 100m underground,,Long Range,2020
KOR016,KALCM Cheonryong,Celestial Dragon,South Korea,South Korea,Air-Launched Cruise Missile,Strike,6.0,1200.0,High explosive,400.0,400.0,2024.0,Active,Air-launched,0.5,450,Turbojet,Designed for FA-50 Block 20 and KF-21 fighters,,Medium Range,2020
KOR017,SASM,Air-to-Ship Missile II,South Korea,South Korea,Supersonic Air-to-Surface Missile,Strike,5.0,1000.0,High explosive,200.0,200.0,2025.0,In development,Air-launched,0.4,250,Ramjet,Multi-purpose supersonic system for anti-ship and ground targets,,Short Range,2020
TWN001,Chiang Kung,TK-4,Taiwan,Taiwan,Surface-to-Air Missile,Interceptor,7.0,2000.0,Directed-fragmentation,100.0,200.0,2025.0,Active,Ground-launched,0.5,,Two-stage solid propellant,Mid-tier layer for ballistic missile defense; interception altitude >70km,,Short Range,2020
TWN016,Chien Hsiang,Sword Phaser,Taiwan,Taiwan,Loitering Munition,Strike,2.2,60.0,HE fragmentation,500.0,500.0,2025.0,Active,"Ground-mobile, ship-launched",0.2,20,Electric motor,Anti-radiation drone; nearly 200 produced; locates and strikes enemy radars,,Medium Range,2020
TWN017,Hsiung Feng I,Bee I,Taiwan,Taiwan,Anti-Ship Missile,Strike,3.4,537.0,HE,35.0,35.0,1978.0,Obsolete,"Ship, coastal defense",0.34,150,Liquid rocket,First indigenous anti-ship missile; Israeli Gabriel derivative,,Short Range,1970
TWN011,Hsiung Feng II,Bee II,Taiwan,Taiwan,Subsonic Anti-Ship Cruise Missile,Strike,4.8,685.0,HE semi-armor piercing,148.0,200.0,1990.0,Active,"Ship, coastal defense, air-launched",0.4,190,Turbojet,Harpoon-equivalent; upgraded variants with advanced EW resistance,,Short Range,1990
TWN006,Hsiung Feng IIE,Thunderbolt IIE,Taiwan,Taiwan,Land-Attack Cruise Missile,Strike,6.0,1000.0,"HE, cluster, bunker-buster",300.0,1500.0,2008.0,Active,"Ground-mobile, Air-launched",0.5,363.5,Turbojet + solid booster,Secretive Tomahawk-like missile; TERCOM+GPS guidance,,Intermediate Range,2000
TWN010,Hsiung Feng III,Bee III,Taiwan,Taiwan,Supersonic Anti-Ship Missile,Strike,6.1,1450.0,HE semi-armor piercing,150.0,400.0,2007.0,Active,"Ship, coastal defense, air-launched",0.45,225,Ramjet + solid booster,Supersonic anti-ship missile; upgraded versions in production,,Medium Range,2000
TWN007,Hsiung Sheng,Extended-range HF-2E,Taiwan,Taiwan,Long-Range Land-Attack Cruise Missile,Strike,6.2,1200.0,"HE, Dispersal",1200.0,1200.0,2024.0,Active,Ground-mobile,0.5,450,Turbojet + solid booster,Extended-range variant of HF-2E; over 100 units produced; Mach 0.85,,Intermediate Range,2020
TWN020,Land-Based Hsiung Feng IIE,Coastal Defense Cruise Missile,Taiwan,Taiwan,Land-Attack Cruise Missile,Strike,6.0,1000.0,HE/bunker-buster,600.0,600.0,2010.0,Active,Ground-mobile,0.5,400,Turbojet + booster,Coastal defense variant; 500+ units in service,,Medium Range,2010
TWN018,Qing Feng,Green Bee,Taiwan,Taiwan,Short-Range Ballistic Missile,Strike,6.0,1500.0,HE,100.0,120.0,1981.0,Obsolete,Ground-mobile,0.6,400,Solid propellant,First Taiwanese ballistic missile; based on US MGM-52 Lance technology,,Short Range,1980
TWN015,Tien Chien I,Sky Sword I,Taiwan,Taiwan,Short-Range Air-to-Air Missile,Interceptor,2.9,90.0,HE blast-fragmentation,8.0,8.0,1993.0,Active,Air-launched,0.13,10,Solid propellant,AIM-9L equivalent; infrared homing,,Short Range,1990
TWN014,Tien Chien II,Sky Sword II,Taiwan,Taiwan,Medium-Range Air-to-Air Missile,Interceptor,3.6,184.0,HE blast-fragmentation,60.0,60.0,1999.0,Active,Air-launched,0.2,22,Solid propellant,Active radar homing; BVR capability,,Short Range,1990
TWN013,Tien Chien IIA,Sky Sword IIA,Taiwan,Taiwan,Air-Launched Anti-Radiation Missile,Strike,3.6,184.0,HE fragmentation,50.0,100.0,2015.0,Active,Air-launched,0.2,22,Solid propellant,HARM-equivalent; passive radar seeker,,Short Range,2010
TWN019,Tien Kung I,Sky Bow I,Taiwan,Taiwan,Surface-to-Air Missile,Interceptor,5.5,870.0,HE,40.0,40.0,1993.0,Active,Ground-launched,0.4,,Solid propellant,First indigenous SAM; being phased out,,Short Range,1990
TWN002,Tien Kung III,TK-3,Taiwan,Taiwan,Surface-to-Air Missile,Interceptor,5.3,900.0,High explosive,45.0,200.0,2015.0,Active,Ground-launched,0.4,,Two-stage solid propellant,Maximum engagement altitude 45km; part of T-Dome network,,Short Range,2010
TWN012,Wan Chien,Ten Thousand Swords,Taiwan,Taiwan,Air-Launched Stand-Off Weapon,Strike,4.0,500.0,Cluster munitions/HE,70.0,200.0,2020.0,Active,Air-launched,0.4,200,Turbojet,Glide bomb with wings; GPS/INS guidance; 150 missiles produced,,Short Range,2020
TWN009,Yun Feng 1,Cloud Peak 1,Taiwan,Taiwan,Hypersonic Cruise Missile,Strike,7.5,1800.0,"Semi-armor piercing HE, fragmentation",1200.0,2000.0,2019.0,Active,Ground-mobile,0.7,250,Two-stage solid rocket,Speed up to Mach 3.5; 20 missiles initially produced,,Intermediate Range,2010
TWN008,Yun Feng 2,Cloud Peak 2,Taiwan,Taiwan,Hypersonic Cruise Missile,Strike,8.0,2000.0,,2000.0,2000.0,2025.0,Active,Ground-mobile,0.7,,Scramjet/Ramjet,Hypersonic missile; Mach 6; mass production began Dec 2024,,Intermediate Range,2020
GBR015,ASRAAM,AIM-132,UK,UK,Short-Range Air-to-Air Missile,AAM,2.9,88.0,HE blast-fragmentation,25.0,50.0,1998.0,Active,Air-launched,0.166,10,Solid,LOAL capability; F-35 integration,,Short Range,1990
GBR019,Blue Steel,,UK,UK,Stand-off Nuclear Missile,Nuclear Strike,10.7,7270.0,Nuclear,240.0,240.0,1963.0,Retired,Air-launched,0.9,,Liquid,UK's only indigenous nuclear stand-off missile,,Short Range,1960
GBR020,Blue Streak,,UK,UK,Intermediate-Range Ballistic Missile,Strike,18.8,90000.0,Nuclear,3700.0,3700.0,1960.0,Cancelled,Silo-based,3.05,,Liquid,Became space launcher,,Long Range,1960
GBR004,Brimstone,,UK,UK,Air-to-Surface Missile,Strike,1.8,50.0,HE tandem shaped charge,20.0,60.0,2005.0,Active,Air-launched,0.18,,Solid,"60,000+ produced; dual-mode seeker",,Short Range,2000
GBR007,CAMM,Land Ceptor,UK,UK,Surface-to-Air Missile,Interceptor,3.2,99.0,HE blast/fragmentation,25.0,25.0,2018.0,Active,Ground,0.166,,Solid cold launch,Can hit tennis-ball target @ Mach 2,,Short Range,2010
GBR021,Chevaline,,UK,UK,MRV upgrade system,Strike,,,,4600.0,4600.0,1982.0,Retired,Submarine,,,Solid,Polaris upgrade; 2 warheads + decoys,,Long Range,1980
GBR006,Martlet,LMM,UK,UK,Lightweight Multirole Missile,Strike,1.4,13.0,HE blast/fragmentation,6.0,9.0,2020.0,Active,"Helicopter, ground, ship",0.076,,Solid,"1,000+ to Ukraine",,Short Range,2020
GBR013,Rapier,,UK,UK,Surface-to-Air Missile,Interceptor,2.24,45.0,HE blast fragmentation,8.2,8.2,1971.0,Retired,Ground,0.133,1.4,Solid,Replaced by Sky Sabre,,Short Range,1970
GBR003,SPEAR,,UK,UK,Miniature Cruise Missile,Strike,1.8,100.0,HE penetrating,100.0,100.0,2025.0,In development,Air-launched,0.18,,Turbojet,Can carry 8 on F-35; autonomous targeting,,Short Range,2020
GBR018,SPEAR 3,,UK,UK,Miniature Cruise Missile,Strike,1.8,100.0,HE penetrating,100.0,100.0,2025.0,Active,Air-launched,0.18,,Turbojet,SPEAR 3 Block 1 IOC achieved,,Short Range,2020
GBR009,Sea Ceptor,CAMM,UK,UK,Surface-to-Air Missile,Interceptor,3.2,99.0,HE blast/fragmentation,25.0,25.0,2016.0,Active,Ship,0.166,,Solid cold launch,Replaces Sea Wolf; VLS launched,,Short Range,2010
GBR025,Sea Dart,,UK,UK,Surface-to-Air Missile,Interceptor,4.4,550.0,HE,75.0,150.0,1973.0,Retired,Ship,0.42,,Ramjet,Replaced by Sea Viper,,Short Range,1970
GBR026,Sea Wolf,,UK,UK,Surface-to-Air Missile,Interceptor,2.0,82.0,HE,6.0,10.0,1979.0,Retired,Ship,0.18,,Solid,Replaced by Sea Ceptor,,Short Range,1970
GBR014,Starstreak,,UK,UK,Short-Range Air Defense,MAMPADS,1.4,20.0,3 kinetic penetrators,5.0,7.0,1997.0,Active,Man-portable/Stormer,0.13,,Solid,High-velocity; LMM supplementing,,Short Range,1990
GBR017,Sting Ray,,UK,UK,Lightweight Torpedo,ASW,2.6,267.0,HE shaped charge,11.0,11.0,1983.0,Active,Air/ship-launched,0.324,45,Solid-fuel piston,Being replaced,,Short Range,1980
GBR016,Meteor,,UK/Europe,UK,Beyond Visual Range Air-to-Air Missile,AAM,3.7,190.0,HE blast-fragmentation,100.0,200.0,2016.0,Active,Air-launched,0.178,,Ramjet,Throttleable ducted rocket,,Short Range,2010
GBR005,Sea Venom,,UK/France,UK,Anti-Ship Missile,Strike,2.5,110.0,HE blast/fragmentation,20.0,20.0,2025.0,Active,Helicopter-launched,0.2,,Solid,Replaces Sea Skua,,Short Range,2020
GBR010,Sea Viper,Aster 15/30,UK/France,UK,Surface-to-Air Missile,Interceptor,4.2,310.0,HE blast-fragmentation,30.0,120.0,2013.0,Active,Ship,0.18,,Solid,PAAMS system,,Short Range,2010
GBR001,Storm Shadow,,UK/France,UK,Air-Launched Cruise Missile,Strike,5.1,1300.0,HE penetrating,250.0,560.0,2002.0,Active,Air-launched,0.48,450,Turbojet,Conventional stand-off missile,,Medium Range,2000
GBR008,CAMM-ER,,UK/Italy,UK,Surface-to-Air Missile,Interceptor,4.0,160.0,HE blast/fragmentation,45.0,45.0,2024.0,Active,Ground,0.19,,Solid,Extended range variant,,Short Range,2020
GBR024,NLAW,MBT LAW,UK/Sweden,UK,Anti-Tank Guided Missile,ATGM,1.02,12.5,HE shaped charge,0.6,1.0,2009.0,Active,Man-portable,0.15,,Solid,Overfly top-attack; disposable,,Short Range,2000
GBR012,Harpoon,RGM-84,US,UK,Anti-Ship Missile,Strike,4.63,691.0,HE,130.0,130.0,1985.0,Being replaced,Ship,0.34,221,Turbojet,Being replaced by NSM,,Short Range,1980
GBR023,Polaris A3,UGM-27C,US,UK,Submarine-Launched Ballistic Missile,Strike,9.6,16000.0,Nuclear,4600.0,4600.0,1968.0,Retired,Submarine,1.37,,2-stage solid,Chevaline retrofitted,,Long Range,1960
GBR022,Trident II D5,UGM-133,US,UK,Submarine-Launched Ballistic Missile,Strike,13.5,59000.0,Nuclear,12000.0,12000.0,1994.0,Active,Submarine,2.11,2800,3-stage solid,UK nuclear deterrent; leased from US,,Intercontinental Range,1990
GBR002,Tomahawk,RGM/UGM-109,US/UK,UK,Land-Attack Cruise Missile,Strike,5.56,1500.0,HE or submunitions,1600.0,1600.0,1999.0,Active,Ship (submarine),0.52,450,Turbofan,RN Astute/Trafalgar-class SSNs,,Intermediate Range,1990
TWN005,FIM-92 Stinger,MANPADS,USA,Taiwan,Short-Range Air Defense,Interceptor,1.5,15.2,HE blast-fragmentation,4.0,8.0,1985.0,Active,"Man-portable, vehicle-mounted, air-launched",0.07,3,Solid propellant,"Full family operated: MANPADS, Avenger, dual-mount tripod",,Short Range,1980
TWN004,Patriot PAC-3,PAC-3 CRI,USA,Taiwan,Surface-to-Air Missile,Interceptor,5.2,312.0,Hit-to-Kinetic,20.0,40.0,2007.0,Active,Ground-launched,0.25,,Solid propellant,Older Patriot variant being supplemented by MSE version,,Short Range,2000
USA005,AGM-114 Hellfire,,USA,USA,Air-to-Surface Missile,Strike,1.63,47.0,"HE, shaped charge, blast-fragmentation",7.0,11.0,1985.0,Active,Air-launched,0.178,,Solid rocket motor,Numerous variants for different platforms,,Short Range,1980
USA017,AGM-129 ACM,,USA,USA,Air-Launched Cruise Missile,Strike,6.35,1680.0,Nuclear,3700.0,3700.0,1990.0,Obsolete,Air-launched,0.71,,Turbofan,Stealthy cruise missile for B-52; retired under New START,,Long Range,1990
USA019,AGM-158 JASSM,,USA,USA,Air-Launched Cruise Missile,Strike,4.27,1020.0,High-explosive,370.0,1000.0,2003.0,Active,Air-launched,0.55,450,Turbojet,JASSM-ER extended range; stealthy,,Intermediate Range,2000
USA049,AGM-28 Hound Dog,,USA,USA,Air-Launched Cruise Missile,Strike,12.9,4600.0,Nuclear,1200.0,1200.0,1960.0,Obsolete,Air-launched,0.71,,Turbojet,Carried by B-52,,Intermediate Range,1960
USA029,AGM-45 Shrike,,USA,USA,Anti-Radiation Missile,Strike,3.05,177.0,High-explosive blast-fragmentation,40.0,160.0,1965.0,Obsolete,Air-launched,0.2,,Solid rocket,First dedicated ARM; used in Vietnam,,Short Range,1960
USA028,AGM-65 Maverick,,USA,USA,Air-to-Surface Missile,Strike,2.56,255.0,"High-explosive, shaped charge, penetrator",22.0,27.0,1972.0,Active,Air-launched,0.3,125,Solid rocket,"Many variants; EO, Laser, or IIR guidance",,Short Range,1970
USA050,AGM-69 SRAM,,USA,USA,Short-Range Attack Missile,Strike,4.25,1010.0,Nuclear,160.0,560.0,1972.0,Obsolete,Air-launched,0.45,,Solid,"Standoff missile for B-52, FB-111",,Medium Range,1970
USA018,AGM-86 ALCM,,USA,USA,Air-Launched Cruise Missile,Strike,6.32,1430.0,Nuclear,1300.0,1300.0,1982.0,Active,Air-launched,0.69,,Turbofan,CALCM conventional variant used in combat,,Intermediate Range,1980
USA030,AGM-88 HARM,,USA,USA,Anti-Radiation Missile,Strike,4.14,354.0,High-explosive blast-fragmentation,150.0,150.0,1985.0,Active,Air-launched,0.25,66,Solid rocket,Standard ARM for US and allies,,Short Range,1980
USA022,AIM-120 AMRAAM,,USA,USA,Air-to-Air Missile,AAM,3.66,152.0,High-explosive blast-fragmentation,50.0,180.0,1991.0,Active,Air-launched,0.178,,Solid rocket,Standard medium-range AAM for US and allies,,Short Range,1990
